City,Type,Count
caerdydd,store,1
caerdydd,other ghost,1


City,Type,Count
romsey,holy ghosty,1
romsey,store,1


City,Type,Count
fool's march ,other ghost,2


City,Type,Count
travercraig,holy ghosty,1
travercraig,unholy ghost,2
travercraig,store,2
travercraig,other ghost,1


City,Type,Count
deathfall ,holy ghosty,1
deathfall ,unholy ghost,3
deathfall ,store,1


City,Type,Count
blencathra,unholy ghost,1


City,Type,Count
kincardine,holy ghosty,1


City,Type,Count
falkirk,unholy ghost,3
falkirk,store,1


City,Type,Count
kirkwall,holy ghosty,1
kirkwall,store,2


City,Type,Count
ballingsmallard,holy ghosty,1
ballingsmallard,unholy ghost,1
ballingsmallard,store,3


City,Type,Count
polperro,store,2
polperro,other ghost,2


City,Type,Count
ferncombe,other ghost,2


City,Type,Count
halivaara,holy ghosty,1


City,Type,Count
ascot,unholy ghost,1
ascot,other ghost,1


City,Type,Count
cappadocia,unholy ghost,1
cappadocia,store,2
cappadocia,other ghost,1


City,Type,Count
goulcrest ,other ghost,1


City,Type,Count
garthram,store,1
garthram,other ghost,1


City,Type,Count
penzance,store,1


City,Type,Count
farnworth,holy ghosty,2
farnworth,store,1
farnworth,other ghost,1


City,Type,Count
hornsey,holy ghosty,1
hornsey,unholy ghost,2


City,Type,Count
scrabster,holy ghosty,1
scrabster,store,1
scrabster,other ghost,1


City,Type,Count
wavemeet ,holy ghosty,1
wavemeet ,store,2


City,Type,Count
rochdale,holy ghosty,1
rochdale,unholy ghost,2


City,Type,Count
jongvale ,holy ghosty,1
jongvale ,unholy ghost,1
jongvale ,other ghost,1


City,Type,Count
woodhaerst,holy ghosty,1


City,Type,Count
pantmawr,holy ghosty,1
pantmawr,other ghost,1


City,Type,Count
blencogo,unholy ghost,1
blencogo,store,1


City,Type,Count
balerno,unholy ghost,1
balerno,store,3


City,Type,Count
carningsby,store,1


City,Type,Count
wimborne,store,2


City,Type,Count
kilmarnock,holy ghosty,1
kilmarnock,store,3
kilmarnock,other ghost,1


City,Type,Count
bamborourgh,store,2


City,Type,Count
colchester,store,2


City,Type,Count
threlkeld,holy ghosty,1
threlkeld,other ghost,1


City,Type,Count
emall,unholy ghost,1
emall,store,1


City,Type,Count
braedon,holy ghosty,1
braedon,unholy ghost,1
braedon,store,4


City,Type,Count
grimsby,holy ghosty,1
grimsby,store,1


