City,Type,Count
caerdydd,holy ghosty,5
caerdydd,unholy ghost,3
caerdydd,store,8
caerdydd,other ghost,9


City,Type,Count
romsey,holy ghosty,7
romsey,unholy ghost,6
romsey,store,11
romsey,other ghost,9


City,Type,Count
fool's march ,holy ghosty,7
fool's march ,unholy ghost,6
fool's march ,store,12
fool's march ,other ghost,7


City,Type,Count
travercraig,holy ghosty,11
travercraig,unholy ghost,2
travercraig,store,11
travercraig,other ghost,5


City,Type,Count
deathfall ,holy ghosty,1
deathfall ,unholy ghost,5
deathfall ,store,10
deathfall ,other ghost,5


City,Type,Count
blencathra,holy ghosty,3
blencathra,unholy ghost,4
blencathra,store,13
blencathra,other ghost,4


City,Type,Count
kincardine,holy ghosty,2
kincardine,unholy ghost,6
kincardine,store,14
kincardine,other ghost,6


City,Type,Count
falkirk,holy ghosty,10
falkirk,unholy ghost,6
falkirk,store,7
falkirk,other ghost,1


City,Type,Count
kirkwall,holy ghosty,2
kirkwall,unholy ghost,5
kirkwall,store,11
kirkwall,other ghost,3


City,Type,Count
ballingsmallard,holy ghosty,6
ballingsmallard,unholy ghost,8
ballingsmallard,store,11
ballingsmallard,other ghost,6


City,Type,Count
polperro,holy ghosty,9
polperro,unholy ghost,4
polperro,store,13
polperro,other ghost,5


City,Type,Count
ferncombe,unholy ghost,6
ferncombe,store,11
ferncombe,other ghost,1


City,Type,Count
halivaara,holy ghosty,5
halivaara,unholy ghost,2
halivaara,store,14
halivaara,other ghost,3


City,Type,Count
ascot,holy ghosty,8
ascot,unholy ghost,5
ascot,store,14
ascot,other ghost,4


City,Type,Count
cappadocia,holy ghosty,5
cappadocia,unholy ghost,5
cappadocia,store,11
cappadocia,other ghost,4


City,Type,Count
goulcrest ,holy ghosty,8
goulcrest ,unholy ghost,6
goulcrest ,store,6
goulcrest ,other ghost,5


City,Type,Count
garthram,holy ghosty,6
garthram,unholy ghost,1
garthram,store,14
garthram,other ghost,4


City,Type,Count
penzance,holy ghosty,4
penzance,unholy ghost,4
penzance,store,9
penzance,other ghost,5


City,Type,Count
farnworth,holy ghosty,4
farnworth,unholy ghost,2
farnworth,store,9
farnworth,other ghost,6


City,Type,Count
hornsey,holy ghosty,7
hornsey,unholy ghost,4
hornsey,store,6
hornsey,other ghost,6


City,Type,Count
scrabster,holy ghosty,10
scrabster,unholy ghost,2
scrabster,store,13
scrabster,other ghost,3


City,Type,Count
wavemeet ,holy ghosty,4
wavemeet ,unholy ghost,4
wavemeet ,store,10
wavemeet ,other ghost,6


City,Type,Count
rochdale,holy ghosty,5
rochdale,unholy ghost,6
rochdale,store,6
rochdale,other ghost,10


City,Type,Count
woodhaerst,holy ghosty,6
woodhaerst,unholy ghost,4
woodhaerst,store,6
woodhaerst,other ghost,8


City,Type,Count
jongvale ,holy ghosty,5
jongvale ,unholy ghost,7
jongvale ,store,15
jongvale ,other ghost,5


City,Type,Count
pantmawr,holy ghosty,4
pantmawr,unholy ghost,3
pantmawr,store,10
pantmawr,other ghost,4


City,Type,Count
blencogo,holy ghosty,3
blencogo,unholy ghost,3
blencogo,store,10
blencogo,other ghost,8


City,Type,Count
leeside ,holy ghosty,3
leeside ,unholy ghost,3
leeside ,store,5
leeside ,other ghost,7


City,Type,Count
balerno,holy ghosty,9
balerno,unholy ghost,3
balerno,store,9
balerno,other ghost,8


City,Type,Count
carningsby,holy ghosty,1
carningsby,unholy ghost,1
carningsby,store,8
carningsby,other ghost,2


City,Type,Count
wimborne,holy ghosty,8
wimborne,unholy ghost,5
wimborne,store,9
wimborne,other ghost,4


City,Type,Count
kilmarnock,holy ghosty,9
kilmarnock,unholy ghost,5
kilmarnock,store,9
kilmarnock,other ghost,7


City,Type,Count
bamborourgh,holy ghosty,3
bamborourgh,unholy ghost,10
bamborourgh,store,9
bamborourgh,other ghost,4


City,Type,Count
colchester,holy ghosty,6
colchester,unholy ghost,4
colchester,store,9
colchester,other ghost,5


City,Type,Count
threlkeld,holy ghosty,1
threlkeld,unholy ghost,6
threlkeld,store,9
threlkeld,other ghost,8


City,Type,Count
emall,holy ghosty,3
emall,unholy ghost,4
emall,store,8
emall,other ghost,3


City,Type,Count
findochty,holy ghosty,4
findochty,unholy ghost,6
findochty,store,7
findochty,other ghost,4


City,Type,Count
braedon,holy ghosty,9
braedon,unholy ghost,7
braedon,store,24
braedon,other ghost,12


City,Type,Count
grimsby,holy ghosty,6
grimsby,unholy ghost,4
grimsby,store,11
grimsby,other ghost,6


