City,Type,Count
romsey,holy ghosty,6
romsey,unholy ghost,3
romsey,store,8
romsey,other ghost,9


City,Type,Count
caerdydd,holy ghosty,3
caerdydd,unholy ghost,9
caerdydd,store,8
caerdydd,other ghost,2


City,Type,Count
fool's march ,holy ghosty,5
fool's march ,unholy ghost,6
fool's march ,store,10
fool's march ,other ghost,5


City,Type,Count
travercraig,holy ghosty,7
travercraig,unholy ghost,2
travercraig,store,12
travercraig,other ghost,6


City,Type,Count
deathfall ,holy ghosty,5
deathfall ,unholy ghost,6
deathfall ,store,12
deathfall ,other ghost,2


City,Type,Count
blencathra,holy ghosty,4
blencathra,unholy ghost,10
blencathra,store,12
blencathra,other ghost,7


City,Type,Count
kincardine,holy ghosty,6
kincardine,unholy ghost,6
kincardine,store,14
kincardine,other ghost,8


City,Type,Count
falkirk,holy ghosty,8
falkirk,unholy ghost,9
falkirk,store,9
falkirk,other ghost,8


City,Type,Count
kirkwall,holy ghosty,5
kirkwall,unholy ghost,2
kirkwall,store,10
kirkwall,other ghost,10


City,Type,Count
ballingsmallard,holy ghosty,4
ballingsmallard,unholy ghost,11
ballingsmallard,store,9
ballingsmallard,other ghost,5


City,Type,Count
polperro,holy ghosty,4
polperro,unholy ghost,7
polperro,store,13
polperro,other ghost,5


City,Type,Count
ferncombe,holy ghosty,4
ferncombe,unholy ghost,9
ferncombe,store,7
ferncombe,other ghost,2


City,Type,Count
halivaara,holy ghosty,9
halivaara,unholy ghost,6
halivaara,store,1
halivaara,other ghost,3


City,Type,Count
ascot,holy ghosty,7
ascot,unholy ghost,5
ascot,store,9
ascot,other ghost,6


City,Type,Count
cappadocia,holy ghosty,7
cappadocia,unholy ghost,6
cappadocia,store,7
cappadocia,other ghost,5


City,Type,Count
goulcrest ,holy ghosty,5
goulcrest ,unholy ghost,6
goulcrest ,store,8
goulcrest ,other ghost,4


City,Type,Count
garthram,holy ghosty,3
garthram,unholy ghost,8
garthram,store,15
garthram,other ghost,3


City,Type,Count
penzance,holy ghosty,3
penzance,unholy ghost,7
penzance,store,7
penzance,other ghost,8


City,Type,Count
farnworth,holy ghosty,6
farnworth,unholy ghost,9
farnworth,store,10
farnworth,other ghost,3


City,Type,Count
hornsey,holy ghosty,5
hornsey,unholy ghost,1
hornsey,store,9
hornsey,other ghost,5


City,Type,Count
scrabster,holy ghosty,4
scrabster,unholy ghost,6
scrabster,store,8
scrabster,other ghost,3


City,Type,Count
rochdale,holy ghosty,3
rochdale,unholy ghost,2
rochdale,store,10
rochdale,other ghost,6


City,Type,Count
wavemeet ,holy ghosty,4
wavemeet ,unholy ghost,6
wavemeet ,store,9
wavemeet ,other ghost,6


City,Type,Count
jongvale ,holy ghosty,2
jongvale ,unholy ghost,6
jongvale ,store,10
jongvale ,other ghost,3


City,Type,Count
woodhaerst,holy ghosty,4
woodhaerst,unholy ghost,8
woodhaerst,store,12
woodhaerst,other ghost,5


City,Type,Count
pantmawr,holy ghosty,3
pantmawr,unholy ghost,7
pantmawr,store,6


City,Type,Count
blencogo,holy ghosty,5
blencogo,unholy ghost,5
blencogo,store,10
blencogo,other ghost,4


City,Type,Count
leeside ,unholy ghost,2
leeside ,store,7
leeside ,other ghost,5


City,Type,Count
balerno,holy ghosty,8
balerno,unholy ghost,7
balerno,store,9
balerno,other ghost,2


City,Type,Count
carningsby,holy ghosty,5
carningsby,unholy ghost,4
carningsby,store,15
carningsby,other ghost,2


City,Type,Count
wimborne,holy ghosty,5
wimborne,unholy ghost,2
wimborne,store,5
wimborne,other ghost,5


City,Type,Count
bamborourgh,holy ghosty,4
bamborourgh,unholy ghost,4
bamborourgh,store,10
bamborourgh,other ghost,6


City,Type,Count
kilmarnock,holy ghosty,5
kilmarnock,unholy ghost,8
kilmarnock,store,10
kilmarnock,other ghost,2


City,Type,Count
colchester,holy ghosty,8
colchester,unholy ghost,6
colchester,store,10
colchester,other ghost,5


City,Type,Count
threlkeld,holy ghosty,3
threlkeld,unholy ghost,2
threlkeld,store,11
threlkeld,other ghost,3


City,Type,Count
emall,holy ghosty,6
emall,unholy ghost,4
emall,store,12
emall,other ghost,10


City,Type,Count
findochty,holy ghosty,6
findochty,unholy ghost,1
findochty,store,9
findochty,other ghost,3


City,Type,Count
braedon,holy ghosty,9
braedon,unholy ghost,12
braedon,store,23
braedon,other ghost,14


City,Type,Count
grimsby,holy ghosty,4
grimsby,unholy ghost,3
grimsby,store,12
grimsby,other ghost,5


