City,Type,Count
caerdydd,holy ghosty,61
caerdydd,unholy ghost,45
caerdydd,store,96
caerdydd,other ghost,52


City,Type,Count
romsey,holy ghosty,55
romsey,unholy ghost,57
romsey,store,94
romsey,other ghost,46


City,Type,Count
fool's march ,holy ghosty,42
fool's march ,unholy ghost,44
fool's march ,store,107
fool's march ,other ghost,43


City,Type,Count
travercraig,holy ghosty,47
travercraig,unholy ghost,42
travercraig,store,91
travercraig,other ghost,47


City,Type,Count
deathfall ,holy ghosty,47
deathfall ,unholy ghost,49
deathfall ,store,98
deathfall ,other ghost,67


City,Type,Count
blencathra,holy ghosty,55
blencathra,unholy ghost,41
blencathra,store,93
blencathra,other ghost,48


City,Type,Count
kincardine,holy ghosty,43
kincardine,unholy ghost,57
kincardine,store,108
kincardine,other ghost,41


City,Type,Count
falkirk,holy ghosty,47
falkirk,unholy ghost,49
falkirk,store,94
falkirk,other ghost,40


City,Type,Count
kirkwall,holy ghosty,64
kirkwall,unholy ghost,52
kirkwall,store,101
kirkwall,other ghost,50


City,Type,Count
ballingsmallard,holy ghosty,55
ballingsmallard,unholy ghost,63
ballingsmallard,store,98
ballingsmallard,other ghost,48


City,Type,Count
polperro,holy ghosty,49
polperro,unholy ghost,52
polperro,store,117
polperro,other ghost,43


City,Type,Count
ferncombe,holy ghosty,54
ferncombe,unholy ghost,58
ferncombe,store,102
ferncombe,other ghost,42


City,Type,Count
halivaara,holy ghosty,66
halivaara,unholy ghost,54
halivaara,store,106
halivaara,other ghost,46


City,Type,Count
ascot,holy ghosty,50
ascot,unholy ghost,45
ascot,store,115
ascot,other ghost,47


City,Type,Count
cappadocia,holy ghosty,43
cappadocia,unholy ghost,48
cappadocia,store,99
cappadocia,other ghost,56


City,Type,Count
goulcrest ,holy ghosty,51
goulcrest ,unholy ghost,58
goulcrest ,store,101
goulcrest ,other ghost,41


City,Type,Count
penzance,holy ghosty,61
penzance,unholy ghost,49
penzance,store,85
penzance,other ghost,46


City,Type,Count
garthram,holy ghosty,43
garthram,unholy ghost,53
garthram,store,101
garthram,other ghost,40


City,Type,Count
farnworth,holy ghosty,65
farnworth,unholy ghost,54
farnworth,store,104
farnworth,other ghost,50


City,Type,Count
scrabster,holy ghosty,54
scrabster,unholy ghost,63
scrabster,store,104
scrabster,other ghost,60


City,Type,Count
hornsey,holy ghosty,51
hornsey,unholy ghost,41
hornsey,store,99
hornsey,other ghost,44


City,Type,Count
wavemeet ,holy ghosty,53
wavemeet ,unholy ghost,46
wavemeet ,store,99
wavemeet ,other ghost,57


City,Type,Count
rochdale,holy ghosty,53
rochdale,unholy ghost,49
rochdale,store,113
rochdale,other ghost,58


City,Type,Count
woodhaerst,holy ghosty,56
woodhaerst,unholy ghost,50
woodhaerst,store,100
woodhaerst,other ghost,46


City,Type,Count
jongvale ,holy ghosty,53
jongvale ,unholy ghost,60
jongvale ,store,85
jongvale ,other ghost,44


City,Type,Count
pantmawr,holy ghosty,43
pantmawr,unholy ghost,47
pantmawr,store,94
pantmawr,other ghost,45


City,Type,Count
blencogo,holy ghosty,46
blencogo,unholy ghost,49
blencogo,store,103
blencogo,other ghost,46


City,Type,Count
leeside ,holy ghosty,55
leeside ,unholy ghost,47
leeside ,store,96
leeside ,other ghost,41


City,Type,Count
balerno,holy ghosty,38
balerno,unholy ghost,53
balerno,store,95
balerno,other ghost,57


City,Type,Count
carningsby,holy ghosty,57
carningsby,unholy ghost,61
carningsby,store,100
carningsby,other ghost,55


City,Type,Count
wimborne,holy ghosty,48
wimborne,unholy ghost,42
wimborne,store,104
wimborne,other ghost,59


City,Type,Count
bamborourgh,holy ghosty,50
bamborourgh,unholy ghost,42
bamborourgh,store,97
bamborourgh,other ghost,45


City,Type,Count
kilmarnock,holy ghosty,33
kilmarnock,unholy ghost,51
kilmarnock,store,85
kilmarnock,other ghost,53


City,Type,Count
colchester,holy ghosty,44
colchester,unholy ghost,50
colchester,store,115
colchester,other ghost,36


City,Type,Count
threlkeld,holy ghosty,53
threlkeld,unholy ghost,50
threlkeld,store,110
threlkeld,other ghost,55


City,Type,Count
emall,holy ghosty,47
emall,unholy ghost,53
emall,store,110
emall,other ghost,53


City,Type,Count
findochty,holy ghosty,45
findochty,unholy ghost,42
findochty,store,110
findochty,other ghost,49


City,Type,Count
braedon,holy ghosty,110
braedon,unholy ghost,94
braedon,store,187
braedon,other ghost,88


City,Type,Count
grimsby,holy ghosty,49
grimsby,unholy ghost,52
grimsby,store,105
grimsby,other ghost,47


